,School Name,Cohort Year,Cohort Category,Demographic,Total Cohort Num,Total Grads Num,Total Grads Pct of cohort
8327,DR SUSAN S MCKINNEY SECONDARY SCHOOL OF THE ARTS,2001,4 Year  June,Female,11, s ,s
8328,DR SUSAN S MCKINNEY SECONDARY SCHOOL OF THE ARTS,2001,5 Year,Female,11, s ,s
8329,DR SUSAN S MCKINNEY SECONDARY SCHOOL OF THE ARTS,2001,6 Year,Female,11, s ,s
8330,DR SUSAN S MCKINNEY SECONDARY SCHOOL OF THE ARTS,2002,4 Year  June,Female,45,33,73.30%
8331,DR SUSAN S MCKINNEY SECONDARY SCHOOL OF THE ARTS,2002,5 Year,Female,45,35,77.80%
8332,DR SUSAN S MCKINNEY SECONDARY SCHOOL OF THE ARTS,2002,6 Year,Female,45,35,77.80%
8333,DR SUSAN S MCKINNEY SECONDARY SCHOOL OF THE ARTS,2003,4 Year  June,Female,42,35,83.30%
8334,DR SUSAN S MCKINNEY SECONDARY SCHOOL OF THE ARTS,2003,5 Year,Female,42,37,88.10%
8335,DR SUSAN S MCKINNEY SECONDARY SCHOOL OF THE ARTS,2003,6 Year,Female,42,37,88.10%
8336,DR SUSAN S MCKINNEY SECONDARY SCHOOL OF THE ARTS,2004,4 Year  June,Female,28,21,75.00%
8337,DR SUSAN S MCKINNEY SECONDARY SCHOOL OF THE ARTS,2004,5 Year,Female,27,24,88.90%
8338,DR SUSAN S MCKINNEY SECONDARY SCHOOL OF THE ARTS,2004,6 Year,Female,27,24,88.90%
8339,DR SUSAN S MCKINNEY SECONDARY SCHOOL OF THE ARTS,2005,4 Year  June,Female,59,31,52.50%
8340,DR SUSAN S MCKINNEY SECONDARY SCHOOL OF THE ARTS,2005,4 Year August,Female,59,36,61.00%
8341,DR SUSAN S MCKINNEY SECONDARY SCHOOL OF THE ARTS,2005,5 Year,Female,51,39,76.50%
8342,DR SUSAN S MCKINNEY SECONDARY SCHOOL OF THE ARTS,2005,6 Year,Female,51,39,76.50%
8343,DR SUSAN S MCKINNEY SECONDARY SCHOOL OF THE ARTS,2006,4 Year  June,Female,55,47,85.50%
8344,DR SUSAN S MCKINNEY SECONDARY SCHOOL OF THE ARTS,2006,4 Year August,Female,55,49,89.10%
8345,DR SUSAN S MCKINNEY SECONDARY SCHOOL OF THE ARTS,2006,5 Year  June,Female,54,51,94.40%
8346,DR SUSAN S MCKINNEY SECONDARY SCHOOL OF THE ARTS,2006,5 Year August,Female,54,51,94.40%
8347,DR SUSAN S MCKINNEY SECONDARY SCHOOL OF THE ARTS,2007,4 Year  June,Female,50,40,80.00%
8348,DR SUSAN S MCKINNEY SECONDARY SCHOOL OF THE ARTS,2007,4 Year August,Female,50,41,82.00%
8349,DR SUSAN S MCKINNEY SECONDARY SCHOOL OF THE ARTS,2001,4 Year  June,Male,12, s ,s
8350,DR SUSAN S MCKINNEY SECONDARY SCHOOL OF THE ARTS,2001,5 Year,Male,12, s ,s
8351,DR SUSAN S MCKINNEY SECONDARY SCHOOL OF THE ARTS,2001,6 Year,Male,12, s ,s
8352,DR SUSAN S MCKINNEY SECONDARY SCHOOL OF THE ARTS,2002,4 Year  June,Male,21,15,71.40%
8353,DR SUSAN S MCKINNEY SECONDARY SCHOOL OF THE ARTS,2002,5 Year,Male,21,17,81.00%
8354,DR SUSAN S MCKINNEY SECONDARY SCHOOL OF THE ARTS,2002,6 Year,Male,21,17,81.00%
8355,DR SUSAN S MCKINNEY SECONDARY SCHOOL OF THE ARTS,2003,4 Year  June,Male,31,20,64.50%
8356,DR SUSAN S MCKINNEY SECONDARY SCHOOL OF THE ARTS,2003,5 Year,Male,31,24,77.40%
8357,DR SUSAN S MCKINNEY SECONDARY SCHOOL OF THE ARTS,2003,6 Year,Male,32,24,75.00%
8358,DR SUSAN S MCKINNEY SECONDARY SCHOOL OF THE ARTS,2004,4 Year  June,Male,21,14,66.70%
8359,DR SUSAN S MCKINNEY SECONDARY SCHOOL OF THE ARTS,2004,5 Year,Male,20, s ,s
8360,DR SUSAN S MCKINNEY SECONDARY SCHOOL OF THE ARTS,2004,6 Year,Male,20, s ,s
8361,DR SUSAN S MCKINNEY SECONDARY SCHOOL OF THE ARTS,2005,4 Year  June,Male,41,15,36.60%
8362,DR SUSAN S MCKINNEY SECONDARY SCHOOL OF THE ARTS,2005,4 Year August,Male,41,18,43.90%
8363,DR SUSAN S MCKINNEY SECONDARY SCHOOL OF THE ARTS,2005,5 Year,Male,39,23,59.00%
8364,DR SUSAN S MCKINNEY SECONDARY SCHOOL OF THE ARTS,2005,6 Year,Male,38,24,63.20%
8365,DR SUSAN S MCKINNEY SECONDARY SCHOOL OF THE ARTS,2006,4 Year  June,Male,26,19,73.10%
8366,DR SUSAN S MCKINNEY SECONDARY SCHOOL OF THE ARTS,2006,4 Year August,Male,26,19,73.10%
8367,DR SUSAN S MCKINNEY SECONDARY SCHOOL OF THE ARTS,2006,5 Year  June,Male,26,20,76.90%
8368,DR SUSAN S MCKINNEY SECONDARY SCHOOL OF THE ARTS,2006,5 Year August,Male,26,20,76.90%
8369,DR SUSAN S MCKINNEY SECONDARY SCHOOL OF THE ARTS,2007,4 Year  June,Male,22,16,72.70%
8370,DR SUSAN S MCKINNEY SECONDARY SCHOOL OF THE ARTS,2007,4 Year August,Male,22,17,77.30%
8373,THE URBAN ASSEMBLY SCHOOL OF MUSIC AND ART AT WATE,2005,4 Year  June,Female,52,41,78.80%
8374,THE URBAN ASSEMBLY SCHOOL OF MUSIC AND ART AT WATE,2005,4 Year August,Female,52,41,78.80%
8375,THE URBAN ASSEMBLY SCHOOL OF MUSIC AND ART AT WATE,2005,5 Year,Female,53,42,79.20%
8376,THE URBAN ASSEMBLY SCHOOL OF MUSIC AND ART AT WATE,2005,6 Year,Female,54,44,81.50%
8377,THE URBAN ASSEMBLY SCHOOL OF MUSIC AND ART AT WATE,2006,4 Year  June,Female,53,37,69.80%
8378,THE URBAN ASSEMBLY SCHOOL OF MUSIC AND ART AT WATE,2006,4 Year August,Female,53,39,73.60%
8379,THE URBAN ASSEMBLY SCHOOL OF MUSIC AND ART AT WATE,2006,5 Year  June,Female,53,43,81.10%
8380,THE URBAN ASSEMBLY SCHOOL OF MUSIC AND ART AT WATE,2006,5 Year August,Female,53,43,81.10%
8381,THE URBAN ASSEMBLY SCHOOL OF MUSIC AND ART AT WATE,2007,4 Year  June,Female,41,25,61.00%
8382,THE URBAN ASSEMBLY SCHOOL OF MUSIC AND ART AT WATE,2007,4 Year August,Female,41,31,75.60%
8384,THE URBAN ASSEMBLY SCHOOL OF MUSIC AND ART AT WATE,2005,4 Year  June,Male,39,23,59.00%
8385,THE URBAN ASSEMBLY SCHOOL OF MUSIC AND ART AT WATE,2005,4 Year August,Male,39,26,66.70%
8386,THE URBAN ASSEMBLY SCHOOL OF MUSIC AND ART AT WATE,2005,5 Year,Male,39,29,74.40%
8387,THE URBAN ASSEMBLY SCHOOL OF MUSIC AND ART AT WATE,2005,6 Year,Male,39,29,74.40%
8388,THE URBAN ASSEMBLY SCHOOL OF MUSIC AND ART AT WATE,2006,4 Year  June,Male,43,32,74.40%
8389,THE URBAN ASSEMBLY SCHOOL OF MUSIC AND ART AT WATE,2006,4 Year August,Male,43,38,88.40%
8390,THE URBAN ASSEMBLY SCHOOL OF MUSIC AND ART AT WATE,2006,5 Year  June,Male,43,39,90.70%
8391,THE URBAN ASSEMBLY SCHOOL OF MUSIC AND ART AT WATE,2006,5 Year August,Male,43,39,90.70%
8392,THE URBAN ASSEMBLY SCHOOL OF MUSIC AND ART AT WATE,2007,4 Year  June,Male,46,18,39.10%
8393,THE URBAN ASSEMBLY SCHOOL OF MUSIC AND ART AT WATE,2007,4 Year August,Male,46,20,43.50%
8398,"BROOKLYN COMMUNITY HIGH SCH-COMMUNICATION, ARTS &",2006,4 Year  June,Female,35,21,60.00%
8399,"BROOKLYN COMMUNITY HIGH SCH-COMMUNICATION, ARTS &",2006,4 Year August,Female,35,26,74.30%
8400,"BROOKLYN COMMUNITY HIGH SCH-COMMUNICATION, ARTS &",2006,5 Year  June,Female,35,27,77.10%
8401,"BROOKLYN COMMUNITY HIGH SCH-COMMUNICATION, ARTS &",2006,5 Year August,Female,35,27,77.10%
8402,"BROOKLYN COMMUNITY HIGH SCH-COMMUNICATION, ARTS &",2007,4 Year  June,Female,58,45,77.60%
8403,"BROOKLYN COMMUNITY HIGH SCH-COMMUNICATION, ARTS &",2007,4 Year August,Female,58,49,84.50%
8408,"BROOKLYN COMMUNITY HIGH SCH-COMMUNICATION, ARTS &",2006,4 Year  June,Male,43,18,41.90%
8409,"BROOKLYN COMMUNITY HIGH SCH-COMMUNICATION, ARTS &",2006,4 Year August,Male,43,25,58.10%
8410,"BROOKLYN COMMUNITY HIGH SCH-COMMUNICATION, ARTS &",2006,5 Year  June,Male,43,26,60.50%
8411,"BROOKLYN COMMUNITY HIGH SCH-COMMUNICATION, ARTS &",2006,5 Year August,Male,43,26,60.50%
8412,"BROOKLYN COMMUNITY HIGH SCH-COMMUNICATION, ARTS &",2007,4 Year  June,Male,46,15,32.60%
8413,"BROOKLYN COMMUNITY HIGH SCH-COMMUNICATION, ARTS &",2007,4 Year August,Male,46,20,43.50%
8414,SCIENCE SKILLS CENTER HIGH SCHOOL AT WATERS EDGE,2001,4 Year  June,Female,92,66,71.70%
8415,SCIENCE SKILLS CENTER HIGH SCHOOL AT WATERS EDGE,2001,5 Year,Female,92,73,79.30%
8416,SCIENCE SKILLS CENTER HIGH SCHOOL AT WATERS EDGE,2001,6 Year,Female,92,77,83.70%
8417,SCIENCE SKILLS CENTER HIGH SCHOOL AT WATERS EDGE,2002,4 Year  June,Female,85,57,67.10%
8418,SCIENCE SKILLS CENTER HIGH SCHOOL AT WATERS EDGE,2002,5 Year,Female,85,68,80.00%
8419,SCIENCE SKILLS CENTER HIGH SCHOOL AT WATERS EDGE,2002,6 Year,Female,85,72,84.70%
8420,SCIENCE SKILLS CENTER HIGH SCHOOL AT WATERS EDGE,2003,4 Year  June,Female,88,66,75.00%
8421,SCIENCE SKILLS CENTER HIGH SCHOOL AT WATERS EDGE,2003,5 Year,Female,88,74,84.10%
8422,SCIENCE SKILLS CENTER HIGH SCHOOL AT WATERS EDGE,2003,6 Year,Female,88,75,85.20%
8423,SCIENCE SKILLS CENTER HIGH SCHOOL AT WATERS EDGE,2004,4 Year  June,Female,81,64,79.00%
8424,SCIENCE SKILLS CENTER HIGH SCHOOL AT WATERS EDGE,2004,5 Year,Female,85,71,83.50%
8425,SCIENCE SKILLS CENTER HIGH SCHOOL AT WATERS EDGE,2004,6 Year,Female,85,72,84.70%
8426,SCIENCE SKILLS CENTER HIGH SCHOOL AT WATERS EDGE,2005,4 Year  June,Female,105,77,73.30%
8427,SCIENCE SKILLS CENTER HIGH SCHOOL AT WATERS EDGE,2005,4 Year August,Female,105,85,81.00%
8428,SCIENCE SKILLS CENTER HIGH SCHOOL AT WATERS EDGE,2005,5 Year,Female,102,85,83.30%
8429,SCIENCE SKILLS CENTER HIGH SCHOOL AT WATERS EDGE,2005,6 Year,Female,101,86,85.10%
8430,SCIENCE SKILLS CENTER HIGH SCHOOL AT WATERS EDGE,2006,4 Year  June,Female,88,63,71.60%
8431,SCIENCE SKILLS CENTER HIGH SCHOOL AT WATERS EDGE,2006,4 Year August,Female,88,71,80.70%
8432,SCIENCE SKILLS CENTER HIGH SCHOOL AT WATERS EDGE,2006,5 Year  June,Female,90,74,82.20%
8433,SCIENCE SKILLS CENTER HIGH SCHOOL AT WATERS EDGE,2006,5 Year August,Female,90,75,83.30%
8434,SCIENCE SKILLS CENTER HIGH SCHOOL AT WATERS EDGE,2007,4 Year  June,Female,89,70,78.70%
8435,SCIENCE SKILLS CENTER HIGH SCHOOL AT WATERS EDGE,2007,4 Year August,Female,89,74,83.10%
8436,SCIENCE SKILLS CENTER HIGH SCHOOL AT WATERS EDGE,2001,4 Year  June,Male,88,47,53.40%
8437,SCIENCE SKILLS CENTER HIGH SCHOOL AT WATERS EDGE,2001,5 Year,Male,88,58,65.90%
8438,SCIENCE SKILLS CENTER HIGH SCHOOL AT WATERS EDGE,2001,6 Year,Male,88,59,67.00%
8439,SCIENCE SKILLS CENTER HIGH SCHOOL AT WATERS EDGE,2002,4 Year  June,Male,86,49,57.00%
8440,SCIENCE SKILLS CENTER HIGH SCHOOL AT WATERS EDGE,2002,5 Year,Male,86,61,70.90%
8441,SCIENCE SKILLS CENTER HIGH SCHOOL AT WATERS EDGE,2002,6 Year,Male,86,63,73.30%
8442,SCIENCE SKILLS CENTER HIGH SCHOOL AT WATERS EDGE,2003,4 Year  June,Male,98,51,52.00%
8443,SCIENCE SKILLS CENTER HIGH SCHOOL AT WATERS EDGE,2003,5 Year,Male,98,59,60.20%
8444,SCIENCE SKILLS CENTER HIGH SCHOOL AT WATERS EDGE,2003,6 Year,Male,96,61,63.50%
8445,SCIENCE SKILLS CENTER HIGH SCHOOL AT WATERS EDGE,2004,4 Year  June,Male,95,55,57.90%
8446,SCIENCE SKILLS CENTER HIGH SCHOOL AT WATERS EDGE,2004,5 Year,Male,94,64,68.10%
8447,SCIENCE SKILLS CENTER HIGH SCHOOL AT WATERS EDGE,2004,6 Year,Male,91,68,74.70%
8448,SCIENCE SKILLS CENTER HIGH SCHOOL AT WATERS EDGE,2005,4 Year  June,Male,138,85,61.60%
8449,SCIENCE SKILLS CENTER HIGH SCHOOL AT WATERS EDGE,2005,4 Year August,Male,138,91,65.90%
8450,SCIENCE SKILLS CENTER HIGH SCHOOL AT WATERS EDGE,2005,5 Year,Male,132,100,75.80%
8451,SCIENCE SKILLS CENTER HIGH SCHOOL AT WATERS EDGE,2005,6 Year,Male,132,107,81.10%
8452,SCIENCE SKILLS CENTER HIGH SCHOOL AT WATERS EDGE,2006,4 Year  June,Male,143,74,51.70%
8453,SCIENCE SKILLS CENTER HIGH SCHOOL AT WATERS EDGE,2006,4 Year August,Male,143,97,67.80%
8454,SCIENCE SKILLS CENTER HIGH SCHOOL AT WATERS EDGE,2006,5 Year  June,Male,137,102,74.50%
8455,SCIENCE SKILLS CENTER HIGH SCHOOL AT WATERS EDGE,2006,5 Year August,Male,137,103,75.20%
8456,SCIENCE SKILLS CENTER HIGH SCHOOL AT WATERS EDGE,2007,4 Year  June,Male,145,98,67.60%
8457,SCIENCE SKILLS CENTER HIGH SCHOOL AT WATERS EDGE,2007,4 Year August,Male,145,112,77.20%
8458,BROOKLYN TECHNICAL HIGH SCHOOL,2001,4 Year  June,Female,384,360,93.80%
8459,BROOKLYN TECHNICAL HIGH SCHOOL,2001,5 Year,Female,384,373,97.10%
8460,BROOKLYN TECHNICAL HIGH SCHOOL,2001,6 Year,Female,384,373,97.10%
8461,BROOKLYN TECHNICAL HIGH SCHOOL,2002,4 Year  June,Female,354,342,96.60%
8462,BROOKLYN TECHNICAL HIGH SCHOOL,2002,5 Year,Female,354,352,99.40%
8463,BROOKLYN TECHNICAL HIGH SCHOOL,2002,6 Year,Female,354,352,99.40%
8464,BROOKLYN TECHNICAL HIGH SCHOOL,2003,4 Year  June,Female,371,347,93.50%
8465,BROOKLYN TECHNICAL HIGH SCHOOL,2003,5 Year,Female,371,362,97.60%
8466,BROOKLYN TECHNICAL HIGH SCHOOL,2003,6 Year,Female,371,363,97.80%
8467,BROOKLYN TECHNICAL HIGH SCHOOL,2004,4 Year  June,Female,447,416,93.10%
8468,BROOKLYN TECHNICAL HIGH SCHOOL,2004,5 Year,Female,446,440,98.70%
8469,BROOKLYN TECHNICAL HIGH SCHOOL,2004,6 Year,Female,447,441,98.70%
8470,BROOKLYN TECHNICAL HIGH SCHOOL,2005,4 Year  June,Female,421,391,92.90%
8471,BROOKLYN TECHNICAL HIGH SCHOOL,2005,4 Year August,Female,421,406,96.40%
8472,BROOKLYN TECHNICAL HIGH SCHOOL,2005,5 Year,Female,418,413,98.80%
8473,BROOKLYN TECHNICAL HIGH SCHOOL,2005,6 Year,Female,416,414,99.50%
8474,BROOKLYN TECHNICAL HIGH SCHOOL,2006,4 Year  June,Female,473,454,96.00%
8475,BROOKLYN TECHNICAL HIGH SCHOOL,2006,4 Year August,Female,473,462,97.70%
8476,BROOKLYN TECHNICAL HIGH SCHOOL,2006,5 Year  June,Female,471,467,99.20%
8477,BROOKLYN TECHNICAL HIGH SCHOOL,2006,5 Year August,Female,471,467,99.20%
8478,BROOKLYN TECHNICAL HIGH SCHOOL,2007,4 Year  June,Female,446,429,96.20%
8479,BROOKLYN TECHNICAL HIGH SCHOOL,2007,4 Year August,Female,446,445,99.80%
8480,BROOKLYN TECHNICAL HIGH SCHOOL,2001,4 Year  June,Male,483,428,88.60%
8481,BROOKLYN TECHNICAL HIGH SCHOOL,2001,5 Year,Male,483,461,95.40%
8482,BROOKLYN TECHNICAL HIGH SCHOOL,2001,6 Year,Male,483,466,96.50%
8483,BROOKLYN TECHNICAL HIGH SCHOOL,2002,4 Year  June,Male,565,522,92.40%
8484,BROOKLYN TECHNICAL HIGH SCHOOL,2002,5 Year,Male,565,546,96.60%
8485,BROOKLYN TECHNICAL HIGH SCHOOL,2002,6 Year,Male,565,549,97.20%
8486,BROOKLYN TECHNICAL HIGH SCHOOL,2003,4 Year  June,Male,529,473,89.40%
8487,BROOKLYN TECHNICAL HIGH SCHOOL,2003,5 Year,Male,529,513,97.00%
8488,BROOKLYN TECHNICAL HIGH SCHOOL,2003,6 Year,Male,529,514,97.20%
8489,BROOKLYN TECHNICAL HIGH SCHOOL,2004,4 Year  June,Male,562,515,91.60%
8490,BROOKLYN TECHNICAL HIGH SCHOOL,2004,5 Year,Male,567,539,95.10%
8491,BROOKLYN TECHNICAL HIGH SCHOOL,2004,6 Year,Male,569,542,95.30%
8492,BROOKLYN TECHNICAL HIGH SCHOOL,2005,4 Year  June,Male,590,512,86.80%
8493,BROOKLYN TECHNICAL HIGH SCHOOL,2005,4 Year August,Male,590,553,93.70%
8494,BROOKLYN TECHNICAL HIGH SCHOOL,2005,5 Year,Male,580,562,96.90%
8495,BROOKLYN TECHNICAL HIGH SCHOOL,2005,6 Year,Male,577,564,97.70%
8496,BROOKLYN TECHNICAL HIGH SCHOOL,2006,4 Year  June,Male,624,549,88.00%
8497,BROOKLYN TECHNICAL HIGH SCHOOL,2006,4 Year August,Male,624,581,93.10%
8498,BROOKLYN TECHNICAL HIGH SCHOOL,2006,5 Year  June,Male,615,597,97.10%
8499,BROOKLYN TECHNICAL HIGH SCHOOL,2006,5 Year August,Male,615,598,97.20%
8500,BROOKLYN TECHNICAL HIGH SCHOOL,2007,4 Year  June,Male,680,616,90.60%
8501,BROOKLYN TECHNICAL HIGH SCHOOL,2007,4 Year August,Male,680,655,96.30%
8502,BROOKLYN INTERNATIONAL HIGH SCHOOL AT WATERS EDGE,2001,4 Year  June,Female,41,32,78.00%
8503,BROOKLYN INTERNATIONAL HIGH SCHOOL AT WATERS EDGE,2001,5 Year,Female,41,35,85.40%
8504,BROOKLYN INTERNATIONAL HIGH SCHOOL AT WATERS EDGE,2001,6 Year,Female,41,36,87.80%
8505,BROOKLYN INTERNATIONAL HIGH SCHOOL AT WATERS EDGE,2002,4 Year  June,Female,43,34,79.10%
8506,BROOKLYN INTERNATIONAL HIGH SCHOOL AT WATERS EDGE,2002,5 Year,Female,43,40,93.00%
8507,BROOKLYN INTERNATIONAL HIGH SCHOOL AT WATERS EDGE,2002,6 Year,Female,43,41,95.30%
8508,BROOKLYN INTERNATIONAL HIGH SCHOOL AT WATERS EDGE,2003,4 Year  June,Female,30,24,80.00%
8509,BROOKLYN INTERNATIONAL HIGH SCHOOL AT WATERS EDGE,2003,5 Year,Female,30,27,90.00%
8510,BROOKLYN INTERNATIONAL HIGH SCHOOL AT WATERS EDGE,2003,6 Year,Female,30,27,90.00%
8511,BROOKLYN INTERNATIONAL HIGH SCHOOL AT WATERS EDGE,2004,4 Year  June,Female,40,32,80.00%
8512,BROOKLYN INTERNATIONAL HIGH SCHOOL AT WATERS EDGE,2004,5 Year,Female,36,33,91.70%
8513,BROOKLYN INTERNATIONAL HIGH SCHOOL AT WATERS EDGE,2004,6 Year,Female,36,34,94.40%
8514,BROOKLYN INTERNATIONAL HIGH SCHOOL AT WATERS EDGE,2005,4 Year  June,Female,44,38,86.40%
8515,BROOKLYN INTERNATIONAL HIGH SCHOOL AT WATERS EDGE,2005,4 Year August,Female,44,40,90.90%
8516,BROOKLYN INTERNATIONAL HIGH SCHOOL AT WATERS EDGE,2005,5 Year,Female,44,41,93.20%
8517,BROOKLYN INTERNATIONAL HIGH SCHOOL AT WATERS EDGE,2005,6 Year,Female,44,41,93.20%
8518,BROOKLYN INTERNATIONAL HIGH SCHOOL AT WATERS EDGE,2006,4 Year  June,Female,53,46,86.80%
8519,BROOKLYN INTERNATIONAL HIGH SCHOOL AT WATERS EDGE,2006,4 Year August,Female,53,47,88.70%
8520,BROOKLYN INTERNATIONAL HIGH SCHOOL AT WATERS EDGE,2006,5 Year  June,Female,52,47,90.40%
8521,BROOKLYN INTERNATIONAL HIGH SCHOOL AT WATERS EDGE,2006,5 Year August,Female,52,48,92.30%
8522,BROOKLYN INTERNATIONAL HIGH SCHOOL AT WATERS EDGE,2007,4 Year  June,Female,47,42,89.40%
8523,BROOKLYN INTERNATIONAL HIGH SCHOOL AT WATERS EDGE,2007,4 Year August,Female,47,44,93.60%
8524,BROOKLYN INTERNATIONAL HIGH SCHOOL AT WATERS EDGE,2001,4 Year  June,Male,31,27,87.10%
8525,BROOKLYN INTERNATIONAL HIGH SCHOOL AT WATERS EDGE,2001,5 Year,Male,31,28,90.30%
8526,BROOKLYN INTERNATIONAL HIGH SCHOOL AT WATERS EDGE,2001,6 Year,Male,31,29,93.50%
8527,BROOKLYN INTERNATIONAL HIGH SCHOOL AT WATERS EDGE,2002,4 Year  June,Male,28,21,75.00%
8528,BROOKLYN INTERNATIONAL HIGH SCHOOL AT WATERS EDGE,2002,5 Year,Male,28,23,82.10%
8529,BROOKLYN INTERNATIONAL HIGH SCHOOL AT WATERS EDGE,2002,6 Year,Male,28,24,85.70%
8530,BROOKLYN INTERNATIONAL HIGH SCHOOL AT WATERS EDGE,2003,4 Year  June,Male,35,26,74.30%
8531,BROOKLYN INTERNATIONAL HIGH SCHOOL AT WATERS EDGE,2003,5 Year,Male,35,30,85.70%
8532,BROOKLYN INTERNATIONAL HIGH SCHOOL AT WATERS EDGE,2003,6 Year,Male,35,31,88.60%
8533,BROOKLYN INTERNATIONAL HIGH SCHOOL AT WATERS EDGE,2004,4 Year  June,Male,42,33,78.60%
8534,BROOKLYN INTERNATIONAL HIGH SCHOOL AT WATERS EDGE,2004,5 Year,Male,41,37,90.20%
8535,BROOKLYN INTERNATIONAL HIGH SCHOOL AT WATERS EDGE,2004,6 Year,Male,41,39,95.10%
8536,BROOKLYN INTERNATIONAL HIGH SCHOOL AT WATERS EDGE,2005,4 Year  June,Male,43,36,83.70%
8537,BROOKLYN INTERNATIONAL HIGH SCHOOL AT WATERS EDGE,2005,4 Year August,Male,43,39,90.70%
8538,BROOKLYN INTERNATIONAL HIGH SCHOOL AT WATERS EDGE,2005,5 Year,Male,44,40,90.90%
8539,BROOKLYN INTERNATIONAL HIGH SCHOOL AT WATERS EDGE,2005,6 Year,Male,44,41,93.20%
8540,BROOKLYN INTERNATIONAL HIGH SCHOOL AT WATERS EDGE,2006,4 Year  June,Male,62,48,77.40%
8541,BROOKLYN INTERNATIONAL HIGH SCHOOL AT WATERS EDGE,2006,4 Year August,Male,62,50,80.60%
8542,BROOKLYN INTERNATIONAL HIGH SCHOOL AT WATERS EDGE,2006,5 Year  June,Male,60,51,85.00%
8543,BROOKLYN INTERNATIONAL HIGH SCHOOL AT WATERS EDGE,2006,5 Year August,Male,60,51,85.00%
8544,BROOKLYN INTERNATIONAL HIGH SCHOOL AT WATERS EDGE,2007,4 Year  June,Male,47,31,66.00%
8545,BROOKLYN INTERNATIONAL HIGH SCHOOL AT WATERS EDGE,2007,4 Year August,Male,47,38,80.90%
8546,URBAN ASSEMBLY SCHOOL FOR LAW AND JUSTICE,2004,4 Year  June,Female,54,49,90.70%
8547,URBAN ASSEMBLY SCHOOL FOR LAW AND JUSTICE,2004,5 Year,Female,53,51,96.20%
8548,URBAN ASSEMBLY SCHOOL FOR LAW AND JUSTICE,2004,6 Year,Female,53,51,96.20%
8549,URBAN ASSEMBLY SCHOOL FOR LAW AND JUSTICE,2005,4 Year  June,Female,73,64,87.70%
8550,URBAN ASSEMBLY SCHOOL FOR LAW AND JUSTICE,2005,4 Year August,Female,73,66,90.40%
8551,URBAN ASSEMBLY SCHOOL FOR LAW AND JUSTICE,2005,5 Year,Female,72,68,94.40%
8552,URBAN ASSEMBLY SCHOOL FOR LAW AND JUSTICE,2005,6 Year,Female,72,69,95.80%
8553,URBAN ASSEMBLY SCHOOL FOR LAW AND JUSTICE,2006,4 Year  June,Female,83,74,89.20%
8554,URBAN ASSEMBLY SCHOOL FOR LAW AND JUSTICE,2006,4 Year August,Female,83,75,90.40%
8555,URBAN ASSEMBLY SCHOOL FOR LAW AND JUSTICE,2006,5 Year  June,Female,81,77,95.10%
8556,URBAN ASSEMBLY SCHOOL FOR LAW AND JUSTICE,2006,5 Year August,Female,81,77,95.10%
8557,URBAN ASSEMBLY SCHOOL FOR LAW AND JUSTICE,2007,4 Year  June,Female,66,59,89.40%
8558,URBAN ASSEMBLY SCHOOL FOR LAW AND JUSTICE,2007,4 Year August,Female,66,59,89.40%
8562,URBAN ASSEMBLY SCHOOL FOR LAW AND JUSTICE,2004,4 Year  June,Male,32,28,87.50%
8563,URBAN ASSEMBLY SCHOOL FOR LAW AND JUSTICE,2004,5 Year,Male,30,28,93.30%
8564,URBAN ASSEMBLY SCHOOL FOR LAW AND JUSTICE,2004,6 Year,Male,30,30,100.00%
8565,URBAN ASSEMBLY SCHOOL FOR LAW AND JUSTICE,2005,4 Year  June,Male,31,24,77.40%
8566,URBAN ASSEMBLY SCHOOL FOR LAW AND JUSTICE,2005,4 Year August,Male,31,25,80.60%
8567,URBAN ASSEMBLY SCHOOL FOR LAW AND JUSTICE,2005,5 Year,Male,29,26,89.70%
8568,URBAN ASSEMBLY SCHOOL FOR LAW AND JUSTICE,2005,6 Year,Male,29,26,89.70%
8569,URBAN ASSEMBLY SCHOOL FOR LAW AND JUSTICE,2006,4 Year  June,Male,26,18,69.20%
8570,URBAN ASSEMBLY SCHOOL FOR LAW AND JUSTICE,2006,4 Year August,Male,26,19,73.10%
8571,URBAN ASSEMBLY SCHOOL FOR LAW AND JUSTICE,2006,5 Year  June,Male,24,19,79.20%
8572,URBAN ASSEMBLY SCHOOL FOR LAW AND JUSTICE,2006,5 Year August,Male,24,19,79.20%
8573,URBAN ASSEMBLY SCHOOL FOR LAW AND JUSTICE,2007,4 Year  June,Male,22,17,77.30%
8574,URBAN ASSEMBLY SCHOOL FOR LAW AND JUSTICE,2007,4 Year August,Male,22,17,77.30%
8575,ACORN COMMUNITY HIGH SCHOOL,2001,4 Year  June,Female,70,47,67.10%
8576,ACORN COMMUNITY HIGH SCHOOL,2001,5 Year,Female,70,50,71.40%
8577,ACORN COMMUNITY HIGH SCHOOL,2001,6 Year,Female,70,52,74.30%
8578,ACORN COMMUNITY HIGH SCHOOL,2002,4 Year  June,Female,70,48,68.60%
8579,ACORN COMMUNITY HIGH SCHOOL,2002,5 Year,Female,70,49,70.00%
8580,ACORN COMMUNITY HIGH SCHOOL,2002,6 Year,Female,70,49,70.00%
8581,ACORN COMMUNITY HIGH SCHOOL,2003,4 Year  June,Female,79,51,64.60%
8582,ACORN COMMUNITY HIGH SCHOOL,2003,5 Year,Female,79,55,69.60%
